order_id,product_id,quantity,list_price,discount_pct,unit_price,revenue
5000001,200186,1,1030.0,0.0,1030.0,1030.0
5000001,200062,1,1830.0,0.04095156360631093,1755.06,1755.06
5000002,200164,2,1440.0,0.1561218235241734,1215.18,2430.36
5000003,200007,1,2110.0,0.0,2110.0,2110.0
5000004,200213,1,2290.0,0.14548560938454622,1956.84,1956.84
5000005,200020,1,3300.0,0.08049072544217296,3034.38,3034.38
5000006,200056,1,1020.0,0.1329260895893247,884.42,884.42
5000007,200239,2,2190.0,0.10299756573640657,1964.44,3928.88
5000007,200169,2,5320.0,0.0804583448844419,4891.96,9783.92
5000007,200204,1,1250.0,0.008432200316198013,1239.46,1239.46
5000007,200186,1,1030.0,1.4157025284572318,884.18,884.18
5000007,200095,3,1830.0,0.0,1830.0,5490.0
5000008,200143,2,7940.0,0.1253815549305956,6944.47,13888.94
5000008,200029,1,6090.0,0.12861533062041897,5306.73,5306.73
5000009,200238,1,1100.0,0.00796431660444552,1091.24,1091.24
5000010,200103,2,1380.0,0.0,1380.0,2760.0
5000011,200046,3,14150.0,0.19946186908780983,11327.61,33982.83
5000011,200005,1,3240.0,0.13232238918853237,2811.28,2811.28
5000011,200242,2,3410.0,0.10006624251685314,3068.77,6137.54
5000012,200037,2,1480.0,0.08539306885164179,1353.62,2707.24
5000012,200049,1,1670.0,0.10321785670743236,1497.63,1497.63
5000013,200169,1,5320.0,0.0,5320.0,5320.0
5000013,200026,1,4530.0,0.0,4530.0,4530.0
5000013,200114,2,26080.0,0.040137191398021264,25033.22,50066.44
5000013,200141,2,1540.0,0.05788331981136906,1450.86,2901.72
5000014,200228,1,2860.0,0.046892538300100525,2725.89,2725.89
5000015,200089,1,1700.0,0.024783825761021304,1657.87,1657.87
5000016,200095,1,1830.0,0.1396462399887762,1574.45,1574.45
5000016,200124,1,3680.0,0.09990687403985277,3312.34,3312.34
5000017,200163,1,3280.0,0.03550170816712178,3163.55,3163.55
5000018,200017,1,8280.0,0.0,8280.0,8280.0
5000019,200134,2,1370.0,0.1453463073884108,1170.88,2341.76
5000019,200095,1,1830.0,0.1182902421380388,1613.53,1613.53
5000019,200049,1,1670.0,0.07144664442811428,1550.68,1550.68
5000019,200110,2,960.0,0.06261062097586133,899.89,1799.78
5000019,200181,2,1310.0,0.0921241352502526,1189.32,2378.64
5000020,200126,1,580.0,0.171242884936936,480.68,480.68
5000020,200101,1,620.0,0.1626372258940859,519.16,519.16
5000021,200113,3,2420.0,0.08514819818212002,2213.94,6641.82
5000022,200238,2,1100.0,0.0,1100.0,2200.0
5000022,200077,1,8480.0,0.0,8480.0,8480.0
5000022,200216,2,2460.0,0.06470806600529075,2300.82,4601.64
5000023,200064,1,1820.0,0.06753441291973242,1697.09,1697.09
5000023,200150,1,5510.0,0.09245859972961461,5000.55,5000.55
5000024,200174,1,3250.0,0.09970826252405438,2925.95,2925.95
5000024,200223,1,6190.0,0.03312975757763457,5984.93,5984.93
5000025,200196,3,5190.0,0.057364446718369926,4892.28,14676.84
5000026,200110,1,960.0,0.10580008282542747,858.43,858.43
5000027,200056,1,1020.0,0.09465946946883193,923.45,923.45
5000027,200184,3,3130.0,0.16040798533928793,2627.92,7883.76
5000027,200231,3,580.0,0.11914394109662746,510.9,1532.7
5000027,200010,1,4170.0,0.0970666905886558,3765.23,3765.23
5000028,200247,3,4880.0,0.12032943200559457,4292.79,12878.37
5000028,200095,2,1830.0,0.10567885131528792,1636.61,3273.22
5000028,200063,1,4040.0,0.01645238702897997,3973.53,3973.53
5000028,200239,2,2190.0,0.0,2190.0,4380.0
5000028,200123,2,8570.0,0.07977842786765355,7886.3,15772.6
5000029,200099,1,2030.0,0.1406320024285937,1744.52,1744.52
5000030,200157,2,1650.0,0.09165547449238859,1498.77,2997.54
5000030,200099,1,2030.0,0.03432355559497173,1960.32,1960.32
5000030,200090,1,5170.0,0.07095762275478028,4803.15,4803.15
5000031,200126,1,580.0,0.0,580.0,580.0
5000031,200143,1,7940.0,0.13629276395444984,6857.84,6857.84
5000032,200103,2,1380.0,0.07290864284675846,1279.39,2558.78
5000032,200125,2,860.0,0.05504453708598343,812.66,1625.32
5000033,200043,1,3630.0,0.16257350311659416,3039.86,3039.86
5000034,200047,1,7630.0,0.056594710030449635,7198.18,7198.18
5000034,200169,1,5320.0,0.0,5320.0,5320.0
5000034,200008,2,7590.0,0.20423527372154282,6039.85,12079.7
5000035,200113,1,2420.0,0.13924161306340077,2083.04,2083.04
5000036,200062,1,1830.0,0.07030044947827778,1701.35,1701.35
5000037,200003,1,9770.0,0.1189246905095247,8608.11,8608.11
5000038,200112,1,12320.0,0.051013760564311006,11691.51,11691.51
5000038,200105,1,1040.0,0.16001530881664067,873.58,873.58
5000038,200187,2,6630.0,0.11706284557030427,5853.87,11707.74
5000038,200019,3,7430.0,0.0769848999640301,6858.0,20574.0
5000038,200203,1,540.0,0.1543544759326098,456.65,456.65
5000039,200146,1,3140.0,0.11003032367999388,2794.5,2794.5
5000039,200127,2,7610.0,0.08710885709306972,6947.1,13894.2
5000039,200145,1,10390.0,0.09399043816339923,9413.44,9413.44
5000040,200050,2,1260.0,0.0,1260.0,2520.0
5000041,200231,1,580.0,0.11018322494381833,516.09,516.09
5000042,200127,1,7610.0,0.11293882594544291,6750.54,6750.54
5000043,200001,2,2180.0,0.004614392270432574,2169.94,4339.88
5000044,200107,2,2610.0,0.0,2610.0,5220.0
5000045,200187,2,6630.0,0.2188244100946064,5179.19,10358.38
5000046,200191,1,1070.0,0.08142987081187796,982.87,982.87
5000047,200112,1,12320.0,0.0,12320.0,12320.0
5000048,200106,1,2120.0,0.04603451158522556,2022.41,2022.41
5000049,200008,1,7590.0,0.13736565595397224,6547.39,6547.39
5000050,200141,1,1540.0,0.04869257755238955,1465.01,1465.01
5000050,200023,2,1850.0,0.0,1850.0,3700.0
5000051,200204,1,1250.0,0.1336685254548081,1082.91,1082.91
5000052,200119,3,3020.0,0.16779948218312973,2513.25,7539.75
5000052,200229,1,5220.0,0.0,5220.0,5220.0
5000053,200032,1,2100.0,0.16778355687869637,1747.65,1747.65
5000054,200165,2,3700.0,0.13224996146855628,3210.68,6421.36
5000054,200078,1,5320.0,0.2205523669182155,4146.66,4146.66
